2110,34159
1820,18871
2478,53201
1826,33684
1633,19499
2207,19428
2355,32810
2660,43712
3067,36189
2145,26983
1544,17759
1340,14140
1965,19464
2396,42853
1744,16625
1364,15818
2110,38086
2607,47980
1568,23275
1948,20562
1781,27443
1555,20515
1773,27409
1662,13745
1876,18525
1650,18875
1619,27243
1991,24152
2259,58698
1984,36364
1605,20295
2073,29545
3054,60242
2124,18725
2427,48851
1380,18047
1505,11341
1740,10696
1756,17496
1213,13219
2213,29207
1725,17576
2012,28923
2170,26861
1750,20192
1761,24264
1555,18026
1563,19728
2447,29062
2104,30901
2253,28846
1016,11225
1382,18552
2186,18884
1798,19645
1579,20912
3028,65254
1883,23418
1659,29569
1695,13708
2154,23482
2467,16117
1618,8025
2121,27985
2350,27803
2179,25988
2935,43503
1869,21636
1903,23240
2339,26744
1752,8147
1640,14185
2100,35284
2565,31633
2572,35333
1762,22350
1783,11918
1429,16898
1953,43835
1236,7613
2208,16761
2057,21658
1890,22586
1624,21576
1853,34032
2081,28865
3387,45862
2159,16323
1501,7168
2654,36333
2711,55414
1909,19900
2910,44164
1920,14150
1865,16636
1829,24497
2079,45531
1746,10590
2040,31230
2562,39921
2727,49804
2137,38288
1541,14174
1212,11320
2487,39194
2677,23655
1616,19894
1539,14641
1424,9609
2443,41786
1891,34778
1754,17031
2107,13944
2134,22442
2215,23973
1959,27611
2072,35038
1747,17631
2074,36172
2595,25447
2050,19531
1211,18554
2145,39160
1219,13554
1966,25286
1911,35206
2002,13834
1813,25643
2016,25810
2862,60782
1250,12380
1372,13741
2633,40881
1225,16169
2495,56533
2128,15611
2063,28144
1899,19103
3196,110380
1095,14984
1265,14268
2419,35547
1249,10613
1343,17755
2321,37749
1964,29500
1889,11663
2284,23908
2329,29144
2191,39973
1598,11624
1815,15274
1662,11561
2210,20233
1715,17036
1837,29212
2283,14800
2231,21087
2537,68279
2338,45957
1212,11012
1263,10314
1901,30395
2627,44106
1822,18315
1665,27915
1270,16425
1863,16620
2150,21612
2778,23401
2625,47082
1440,20564
2492,30447
2186,35969
1716,25106
1788,40217
3146,60954
1949,28639
1213,14475
1876,23183
1841,30002
1580,14105
2625,31810
1743,28649
2590,26528
2205,25777
1794,30815
2121,38507
2627,24966
3163,62018
1726,27300
1677,29407
2121,14706
1866,37406
1231,5033
2171,33194
3229,67312
1583,16657
2145,25160
2126,38058
2035,14215
1857,21848
3410,62896
2754,47171
2442,49009
2407,27788
2497,45335
1851,12730
2249,46469
1820,18190
1726,16628
1931,21403
1831,19988
2317,46269
2064,21514
1278,20606
2041,45621
2505,29735
1760,21210
2613,36794
1683,15673
1944,40931
1390,9053
1474,16184
1665,34328
1745,13333
1674,42508
2224,17972
2549,48405
2040,24854
1826,17230
1268,15472
2928,27386
2291,22793
2176,17878
1250,12638
1636,16292
2310,35474
2510,49512
2213,39338
1619,21207
1837,16605
2029,20404
1566,10025
1899,25612
2275,29307
1459,39088
1700,11722
2039,23793
2142,46267
2493,55538
2228,33001
2082,35742
1858,20457
1635,28461
1587,41918
2474,32107
2148,40125
1865,14250
1599,12492
1459,12802
2022,25630
1572,26290
2060,31526
1840,30945
2028,17153
1688,21172
2122,36673
2229,24935
1434,13772
1493,25150
2600,65757
2057,27028
1998,24166
1745,22236
1916,22366
2463,45629
1608,24573
1574,20181
1785,13817
2113,30611
2142,42720
1520,10707
1638,17117
2641,35767
1691,24566
1819,20676
1596,17966
1218,10270
2500,41763
2312,32858
2060,13328
2611,36077
2268,16410
2431,22042
2171,20460
1327,9966
2672,31197
2346,37531
2434,36720
2821,59675
1905,10670
1648,20657
1224,10994
2447,35445
1126,7162
2403,28465
1977,18822
2477,37928
1878,7414
2000,27708
2540,37612
2507,33727
2420,29128
2118,35633
1872,19975
2115,23181
2419,24440
2261,38837
1485,20999
2031,17409
2147,28799
2689,33235
2027,25354
1802,29327
1228,12845
2460,37047
2085,23250
2663,46674
1712,17305
2200,33248
2301,37562
1520,30695
2856,47820
2211,19405
1749,11238
1759,30171
1929,24445
2496,50886
2320,56739
1847,21447
2248,25505
2144,40425
1785,39602
1660,18969
2093,36305
1666,14833
1668,18249
2103,19391
2104,41372
1851,23952
1651,24615
3189,99938
2326,65365
2171,30450
2096,34538
1733,11367
2120,41331
1678,29762
2492,13159
2896,39985
1918,28143
1854,29739
2068,28538
3058,59715
2180,31672
2195,24489
1633,19452
2382,26591
1841,30993
1685,15261
1821,41650
1691,17031
2025,17925
1469,13354
1967,23944
2133,44981
2033,24309
1821,20807
3676,84711
2178,43133
2110,35076
2039,18146
2182,26075
2027,18935
2715,49883
1213,5786
1926,31243
2107,27627
2291,26052
1950,30837
1689,17111
1872,39669
2597,47309
1904,14673
1928,41154
1831,19861
1762,20543
2196,46646
1569,12881
1225,5928
1467,20226
1608,20844
2498,38192
1744,27630
1682,19963
1572,10651
2274,30724
1970,25187
2079,26784
2449,38011
2809,40462
1779,15879
1962,25129
2782,47042
1925,25544
1681,33002
2140,52617
1645,17091
1871,20262
2064,27218
2103,34622
2343,35713
1465,11990
2063,27308
1969,23418
2539,21085
1475,11420
1992,34529
1260,14624
2737,54083
1346,14910
1694,10391
2578,33545
1859,26043
1575,18449
1848,38826
1220,12025
1862,21126
2265,24000
1747,41492
1852,18240
2060,29261
2289,50748
1492,10276
1509,24927
2344,44905
1276,11433
2544,35528
2323,22194
1638,10834
2271,17731
2497,53562
1304,14716
2420,50255
2232,24758
1968,12712
2396,33509
1733,12068
1454,13184
1724,26044
1228,6921
2493,23120
1535,11543
1747,32903
2151,37794
2399,34830
2074,30058
2480,55949
2903,35068
2245,37867
2003,12639
1991,35228
1880,22232
1904,25695
1522,16170
1872,18916
1237,8854
1924,15164
1876,21753
1633,12276
940,4635
3425,48578
2385,44047
2221,52933
2230,36017
1771,36582
2255,56446
2454,31972
2606,32085
1666,13309
2124,13670
1888,26370
1297,12948
2520,38952
1891,19317
2458,45359
1896,25451
2082,28826
2145,23790
2428,14823
1171,14514
2003,18200
1900,23109
1993,26864
2399,26212
1630,12084
1626,24103
2315,30508
1579,31466
1566,18654
2348,21044
2138,29979
1769,16765
2283,28778
2070,42702
1913,32124
2153,21671
1758,27746
2428,41474
1868,26051
1809,25778
2082,12901
2832,30334
1756,16280
3238,38963
1715,18565
2131,30658
1428,11912
2109,24947
1683,12292
1771,39410
2048,17920
2082,14870
1945,19757
1392,5992
1922,18860
2922,44167
2195,28089
1775,13077
2089,16270
1807,40145
1641,31957
1569,25665
2525,28880
1694,16579
2882,56863
1846,26345
1855,28191
1521,10545
1634,12066
1559,15611
1713,21225
1910,23398
2917,62866
1901,18077
2508,47644
1761,10037
1936,20109
2601,28160
1854,19288
2719,43353
1242,19549
2025,29653
1635,27813
1823,25541
1216,13012
2265,23297
2284,23840
2023,59530
2477,23817
2603,28427
1624,16919
1875,23268
1570,16799
1636,16743
1993,26653
2073,15991
1748,17752
1723,23984
1872,19591
2211,48632
1985,36022
1784,12127
1884,16089
2381,23782
2302,34982
2241,26447
1649,29152
1881,13375
1888,24677
3041,46245
1403,11932
2411,36428
1215,11143
1529,13396
3112,55620
1456,21421
2110,32620
1951,22994
1830,46280
1940,22350
1831,30267
2470,19088
2310,33246
2499,57872
2176,29236
1891,27473
1637,27903
1882,13881
3517,63754
1860,22647
1463,9535
1981,26122
2091,27658
1704,20389
1989,25868
2503,18154
1820,28207
1733,13139
2230,24825
2748,67605
2062,16200
2424,69753
1763,32734
2622,39115
1099,11931
1692,24236
1614,15088
2262,26168
1791,17275
2540,48690
1167,7439
1875,17338
1561,38853
1859,31711
2213,45487
1546,20217
1623,34008
1248,9413
2567,33932
1825,13167
2592,38911
1233,14389
2529,26856
1968,34240
2169,27985
1604,30420
1854,14217
1221,17061
2131,29696
2311,24275
2423,42841
1901,23715
1429,13035
2059,15945
2476,29582
2404,13429
2960,52426
2560,30576
1765,23947
2558,64007
1625,26753
3156,52207
2219,28666
2335,25310
1850,21842
2025,17318
2361,32499
1702,17290
1903,15923
1623,17411
1530,7504
1949,17146
2136,28627
2218,28705
2409,22413
1988,26486
2249,33420
2677,54374
3347,67832
1921,14805
1686,22051
1828,14449
1940,21987
1274,5659
