0,0,0.48,0.078571429,0.775,0.255225448,0.060606061,0.277777778,1,0,0.52,0.083333333,0.118518519,0.378787879,0,0,0.52,0.081081081,-0.068669528,0.204206317,0,0,0,0.17,0.024242424,-0.203125,0.080204747,0.610837438,0,0,0.22,0.028571429,0.108108108
0,1,0.13,0.021428571,0.705,0.20953736,0.060606061,0.277777778,0,0,0.61,0.077777778,0.37037037,0.939393939,0,0,0.83,0.102702703,0.068669528,0.300172006,0,0,0,0.7,0.161616162,0.203125,0.14275231,0.694581281,0,0,0.65,0.085714286,0.378378378
0,0,0.32,0.046428571,0.75,0.203134704,0.242424242,0.555555556,0,0,0.51,0.072916667,0.422222222,0.242424242,0,0,0.49,0.067567568,-0.180257511,0.260432024,0.6,1,0,0.68,0.084848485,0.4375,0.312746874,0.650246305,0,0,0.49,0.081632653,0.459459459
0,0,0.35,0.076530612,0.695,0.18180381,0.333333333,0.388888889,0,1,0.56,0.051282051,0.274074074,0.53030303,0,0,0.63,0.091216216,0.180257511,0.424127686,0.32,0,1,0.74,0.193939394,-0.4375,0.331898895,0.551724138,0,1,0.7,0.107142857,0.783783784
0,0,0.38,0.086734694,0.72,0.303499441,0.272727273,0.388888889,0,0,0.67,0.166666667,0.385185185,0.46969697,0,0,0.47,0.070945946,-0.175965665,0.272785149,0,0,0,0.31,0.038567493,0.036458333,0.226064504,0.591133005,0,0,0.64,0.092063492,0.675675676
0,0,0.3,0.06122449,0.695,0.249952008,0.090909091,0.388888889,0,1,0.57,0.091269841,0.392592593,0.409090909,0,0,0.57,0.069069069,0.175965665,0.436525488,0,0,1,0.52,0.053030303,-0.036458333,0.287996014,0.581280788,1,1,0.52,0.054545455,0.486486486
0,0,0.54,0.297619048,0.58,0.304560904,0.515151515,0.166666667,1,0,0.46,0.083333333,0.437037037,0.742424242,0,0,0.63,0.130630631,0.025751073,0.324755395,0,0,0,0.61,0.121212121,0.020833333,0.229633992,0.600985222,0,0,0.72,0.314285714,0.864864865
0,1,0.5,0.046428571,0.52,0.194541369,0.242424242,0.555555556,0,1,0.54,0.055555556,0.296296296,0.287878788,0,1,0.73,0.057057057,-0.025751073,0.355638208,0.04,0,1,0.54,0.053030303,-0.020833333,0.14461859,0.492610837,0,1,0.5,0.030952381,0.27027027
0,0,0.42,0.071428571,0.575,0.240252041,0.212121212,0.388888889,0,0,0.39,0.051587302,0.281481481,0.151515152,0,0,0.52,0.035343035,-0.128755365,0.366517,0,0,0,0.3,0.037878788,0.078125,0.096367095,0.660098522,0,0,0.52,0.097142857,0.432432432
1,0,0.55,0.087301587,0.65,0.23403006,0.424242424,0.5,0,0,0.48,0.105555556,0.518518519,0.560606061,0,0,0.6,0.081081081,0.128755365,0.349606844,0.16,0,0,0.4,0.096969697,-0.078125,0.130530893,0.743842365,0,1,0.5,0.095238095,0.486486486
0,0,0.36,0.19047619,0.52,0.169585691,0.393939394,0.166666667,1,0,0.38,0.067460317,0.2,0.303030303,0,0,0.58,0.351351351,0.150214592,0.257583881,0.04,0,0,0.47,0.212121212,0.296875,0.152174307,0.620689655,0,0,0.56,0.102040816,0.621621622
0,1,0.45,0.071428571,0.595,0.168942037,0.090909091,0.277777778,0,1,0.41,0.035714286,0.296296296,0.378787879,0,0,0.27,0.013513514,-0.150214592,0.141468972,0,0,0,0.55,0.04040404,-0.296875,0.124886755,0.487684729,0,0,0.55,0.028571429,0.162162162
0,1,0.41,0.098214286,0.74,0.219463171,0.212121212,0.222222222,1,1,0.59,0.063492064,0.459259259,0.96969697,0,0,0.59,0.072072072,0.150214592,0.249709601,0.04,0,0,0.41,0.055555556,-0.552083333,0.155082442,0.502463054,0,0,0.3,0.025396825,0.162162162
0,0,0.19,0.023809524,0.69,0.139300112,0.121212121,0.5,0,0,0.56,0.166666667,0.42962963,0.272727273,0,0,0.59,0.073359073,-0.150214592,0.332696689,0.04,0,0,0.44,0.141414141,0.552083333,0.194355862,0.699507389,0,0,0.47,0.085714286,0.405405405
0,0,0.62,0.357142857,0.375,0.093950789,0.242424242,0.055555556,0,1,0.69,0.152777778,0.266666667,0.409090909,0,0,0.44,0.189189189,-0.025751073,0.087968548,0,0,0,0.44,0.212121212,0,0.103850335,0.581280788,0,0,0.44,0.2,0.162162162
0,0,0.83,0.089285714,0.585,0.095012252,0,0.111111111,0,0,0.33,0.027777778,0.422222222,0.348484848,1,0,0.5,0.013513514,0.025751073,0.084327391,0,0,0,0.33,0.015151515,0,0.079425621,0.596059113,0,0,0.33,0.028571429,0.054054054
0,0,0.25,0.008928571,0.765,0.056009124,0,0.222222222,0,0,0.5,0.011111111,0.311111111,0.393939394,0,0,1,0.021621622,-0.064377682,0.123252022,0,0,0,0,0,0.020833333,0.063480703,0.625615764,0,0,0.25,0.004761905,0.027027027
0,1,0.4,0.357142857,0.735,0.119979222,0.090909091,0.055555556,1,1,0.56,0.194444444,0.140740741,0.257575758,0,0,0.4,0.27027027,0.064377682,0.128222312,0.12,0,0,0.48,0.363636364,-0.020833333,0.094319623,0.60591133,0,0,0.4,0.285714286,0.189189189
1,0,0.56,0.061688312,0.635,0.551904423,0.363636364,0.611111111,0,1,0.53,0.071428571,0.259259259,0.575757576,0,0,0.47,0.048048048,0.115879828,0.295123531,0,0,1,0.56,0.035984848,-0.416666667,0.329878601,0.566502463,0,1,0.62,0.1,0.540540541
0,0,0.29,0.166666667,0.505,0.270650541,0.181818182,0.166666667,0,0,0.59,0.134259259,0.562962963,0.53030303,0,0,0.61,0.081081081,-0.115879828,0.446533083,0,0,0,0.67,0.125,0.416666667,0.383819533,0.679802956,0,0,0.69,0.13877551,0.918918919
0,1,0.53,0.057142857,0.715,0.315367503,0.272727273,0.555555556,0,0,0.4,0.055555556,0.385185185,0.727272727,0,0,0.4,0.024948025,-0.094420601,0.160512442,0,1,0,0.63,0.082251082,-0.041666667,0.255218337,0.802955665,0,0,0.6,0.085714286,0.378378378
0,0,0.33,0.071428571,0.99,0.271034475,0.121212121,0.388888889,0,0,0.4,0.059027778,0.533333333,1.106060606,0,0,0.52,0.148648649,0.094420601,0.365735156,0.08,0,0,0.45,0.575757576,0.041666667,0.263063961,0.655172414,0,0,0.43,0.051428571,0.459459459
