0,0,55,2.28571428571429,5.1,-37,16,25186,8,7,1,0,59,1.41666666666667,74,29,17,0,0,41,1.33333333333333,5.1,41,20,15815,0,0,0,52,1.5,0,17988,5.3,0,0,66,2.11111111111111,17,0,
0,0,40,3.8,5.7,37,9,17459,11,5,0,0,45,2.625,63,15,13,0,0,45,2.625,5.8,-41,13,37807,2,0,0,51,6,0,34159,5.45,0,0,62,5.8,23,1,
0,0,48,4.33333333333333,6.05,-72,12,22584,12,3,0,0,59,2.28571428571429,38,21,15,0,0,30,1,5.25,-32,10,18798,3,1,0,67,4.5,67,28704,6.75,0,0,52,2,14,0,
0,0,38,2.2,8.25,72,14,18123,9,5,0,0,55,4,55,28,8,0,0,66,3.16666666666667,7.9,32,11,32165,2,0,1,52,2.14285714285714,-67,18871,5,0,1,55,3.2,15,1,
0,0,49,11,7.65,34,28,39086,14,2,0,0,38,3.4,61,49,20,0,0,44,2.22222222222222,6.7,-16,13,37530,12,1,1,67,4.28571428571429,-10,53201,7.35,0,0,49,4.4,16,1,
0,0,21,1.2,7.55,-34,16,28937,4,5,0,0,50,1.16666666666667,64,47,22,0,0,68,1.72727272727273,6.5,16,16,45264,0,0,0,36,1,10,26526,6.25,0,0,46,1.85714285714286,13,0,
0,0,45,2.14285714285714,7,34,12,22736,9,7,0,0,48,2.28571428571429,75,18,8,0,0,42,1.75,6,-43,5,20341,0,1,0,45,1.875,1,23812,6.45,0,0,48,2.66666666666667,13,0,
0,0,33,2.4,5.5,-34,15,20617,7,5,0,0,67,4.8,59,20,27,0,1,64,5.75,8,43,10,33769,1,0,0,50,1.5,-1,33684,6.8,0,0,50,2.57142857142857,16,1,
0,1,39,5.5,8.2,43,12,21296,4,2,0,0,32,2.25,55,11,13,0,0,43,12,7.2,-29,6,17034,1,1,0,43,6,42,19499,8.4,0,0,46,13,13,1,
0,0,33,0.5,5.7,-43,8,9146,1,6,0,0,56,0.714285714285714,54,3,8,0,0,56,1,7.45,29,11,10765,0,0,0,44,0.8,-42,9867,6.2,0,0,22,0.4,2,0,
0,0,16,1,9.6,53,18,8436,2,3,0,0,74,2.8,72,13,14,0,0,42,1.6,6.85,-54,17,20377,1,0,0,37,0.636363636363636,67,17015,6.2,1,0,37,0.7,6,0,
0,0,32,11,9.25,-53,16,27858,3,1,0,1,32,1.83333333333333,55,15,24,0,0,44,3.75,7.45,54,9,37194,9,0,1,44,3,-67,19428,5.3,0,1,68,7.66666666666667,20,1,
0,0,58,1.90909090909091,5.8,116,14,28269,9,11,0,0,47,2.83333333333333,79,34,17,0,0,36,1.85714285714286,7.3,29,17,19039,0,1,0,61,2.44444444444444,-4,30305,4.9,0,0,58,3.5,17,0,
0,0,38,1.25,5.9,-116,5,19606,10,12,0,0,54,4.2,73,22,11,0,0,44,4.25,6.5,-29,15,24541,8,0,0,46,2.25,4,32810,6.15,0,1,54,2.625,18,1,
0,0,54,1.58333333333333,4.7,-114,17,28510,10,12,0,0,63,3.14285714285714,70,11,22,0,1,49,3.4,8.15,39,11,31458,2,0,0,51,4.5,142,43712,7.5,0,0,60,7,20,1,
1,0,48,1.875,7.7,114,23,27776,4,8,0,0,42,1.3,84,28,18,0,0,42,2.6,7.05,-39,25,21175,0,0,0,39,2,-142,32357,7.75,0,0,45,2.33333333333333,14,0,
0,0,55,3.71428571428571,5.5,167,20,31988,20,7,0,0,49,1.4375,96,3,42,1,0,79,37,5.85,1,20,65682,0,0,0,60,7,184,44135,6.45,0,0,64,3.75,30,0,
0,0,50,1.0625,4.6,-167,23,32311,11,16,0,1,68,5.75,92,63,23,0,0,35,1.33333333333333,6.8,-1,33,22170,2,0,1,53,2,-184,36189,7.8,0,1,59,2.22222222222222,19,1,
0,1,36,2.6,7.6,5,16,24100,8,5,0,1,67,3.42857142857143,86,6,18,0,0,53,3.8,6.7,-58,15,23817,1,0,0,67,4,18,30785,8.2,0,0,67,2.4,21,0,
1,0,9,0.6,7.7,-5,10,6887,1,5,0,0,70,2.09090909090909,86,22,14,0,0,39,4.33333333333333,7.6,58,18,24606,5,0,0,76,6.25,-18,26983,7.45,0,0,33,0.846153846153846,7,1,
0,0,15,0.285714285714286,6.8,-38,4,13027,1,7,0,0,85,1.375,58,4,11,0,0,23,0.375,5.1,-47,8,7223,0,0,0,54,1.4,-8,13458,5.6,0,0,38,0.625,5,0,
0,0,36,6.5,6.95,38,6,16504,7,2,0,0,44,16,68,23,10,0,1,42,5,6.75,47,11,19557,0,1,0,50,4.5,8,17759,6.05,0,0,64,7.66666666666667,20,1,
0,0,31,0.625,4.2,-30,5,7249,2,8,0,0,50,1.14285714285714,37,7,24,0,0,25,0.5,5.4,-23,9,8530,0,0,0,44,1,-82,7054,5.35,0,0,19,0.5,1,0,
0,1,54,9.5,6.05,30,10,22993,10,2,0,0,31,3.66666666666667,45,23,9,1,0,43,3,5.95,23,8,17418,3,0,0,37,3.25,82,14140,8.15,0,0,63,7.33333333333333,17,1,
0,0,48,1.1,4.6,-61,12,11070,9,10,0,0,52,1.33333333333333,75,26,12,0,0,9,2,6.6,-21,8,8958,0,0,0,78,2.25,17,27690,7.05,0,0,61,1.4,13,0,
1,1,50,2.375,6.55,61,12,27862,4,8,0,0,39,7.5,92,9,4,0,0,47,6,5.35,21,10,22426,3,0,0,47,6,-17,19464,6.8,0,0,47,2.57142857142857,16,1,
0,0,56,2.5,6.25,-38,12,30506,10,8,0,0,81,3.22222222222222,73,6,10,0,0,67,2,6.05,132,18,36872,12,0,0,67,6,54,42853,7.85,0,0,64,4.6,19,1,
0,0,47,2.57142857142857,7,38,14,34998,7,7,1,0,50,3.8,81,31,10,0,0,55,2.1,5.35,-132,10,27518,0,0,1,50,3.16666666666667,-54,32305,7.05,0,1,47,2.25,16,0,
0,0,50,8.5,5.55,2,17,15157,13,2,0,1,74,8.33333333333333,56,9,11,0,0,62,5.25,7,34,14,27998,6,1,1,53,9,-26,16625,6.3,0,0,68,7.66666666666667,22,1,
0,0,50,0.875,6.3,-2,14,12316,4,8,0,0,36,0.833333333333333,77,3,15,0,0,79,1.57142857142857,5.55,-34,11,20163,0,0,0,50,1,26,13251,6.65,0,0,57,1.33333333333333,7,0,
0,1,38,8,6,25,10,13009,2,1,0,0,62,6.5,63,8,7,0,0,43,1.28571428571429,4.25,-15,6,12306,8,0,0,71,15,33,15818,6.4,0,0,62,13,12,1,
0,0,40,1.33333333333333,5.2,-25,13,5761,4,3,0,0,70,1,36,2,8,1,0,100,3.33333333333333,4.65,15,11,14056,0,0,0,40,0.8,-33,8513,5.75,0,0,40,1.33333333333333,3,0,
0,0,45,1.4,5.55,12,13,27917,6,10,0,0,52,1.6,63,2,19,1,0,45,1.07692307692308,4.1,3,11,21676,0,0,0,55,1.88888888888889,8,34865,6.2,0,0,45,1.4,11,0,
0,1,46,2,4.35,-12,14,32652,14,12,0,1,46,6,114,32,12,0,0,58,10,3.85,-3,17,25277,4,0,0,54,4.66666666666667,-8,38086,6.2,0,0,52,4.5,27,1,
0,0,64,3.85714285714286,6.1,-34,17,19936,25,7,0,0,55,2.55555555555556,59,1,44,0,0,67,3.5,4.85,-114,22,45231,0,1,0,69,4.83333333333333,4,48582,6.65,0,0,69,3.22222222222222,29,0,
0,1,54,2.33333333333333,5.65,34,17,35645,14,9,0,0,56,2.44444444444444,68,8,21,0,0,59,3.83333333333333,6,114,21,44639,3,0,0,72,2.8,-4,47980,6.75,0,0,64,3.125,24,1,
0,0,50,1.2,5.15,-68,6,10709,5,5,0,0,83,1.66666666666667,47,2,9,0,0,8,0.142857142857143,2.5,-92,11,2940,0,0,0,50,0.75,-34,13258,6.6,0,0,75,2.25,8,0,
0,0,37,3.66666666666667,7.2,68,10,16002,5,3,0,0,40,12,77,11,15,1,0,43,6.5,6.5,92,20,14770,0,0,1,50,3.75,34,23275,8.1,0,1,57,8.5,17,1,
0,0,42,1.375,6.35,26,7,20685,4,8,0,0,46,1.5,65,7,22,1,0,42,1.375,6.35,25,14,17505,1,0,1,27,0.777777777777778,28,22612,8.05,0,1,54,2.33333333333333,13,0,
0,0,38,1.5,6.7,-26,8,24868,4,10,0,0,49,6.33333333333333,84,7,14,0,0,51,6.66666666666667,5.3,-25,18,29488,2,0,0,41,3.2,-28,20562,7.25,0,0,64,5,25,1,
0,0,35,3.25,4.9,-42,13,14731,6,4,1,1,65,24,75,33,22,0,1,46,3.4,6.6,22,13,23169,6,0,0,32,1.71428571428571,49,27443,5.95,0,0,35,1.85714285714286,12,1,
0,0,22,0.555555555555556,5.55,42,14,15838,2,9,0,0,74,1.88888888888889,60,2,14,0,0,30,1.4,5.15,-22,12,15265,0,0,0,61,2,-49,20956,5.05,0,0,52,1.71428571428571,11,0,
0,0,28,1.4,6.25,-31,15,18010,4,5,0,0,44,5.5,38,22,28,0,0,52,2.6,7.05,68,7,26804,19,0,1,64,8,30,20515,7.65,0,1,60,7.5,15,1,
0,0,38,1.5,7.35,31,12,12854,5,4,1,0,50,2,45,9,12,0,0,62,1.42857142857143,5.45,-68,10,15037,2,0,0,38,0.857142857142857,-30,12318,6.7,0,0,69,3.66666666666667,10,0,
1,0,36,0.833333333333333,7.75,-26,11,20796,2,6,0,1,50,1.4,60,5,12,0,0,71,5,6.35,-72,13,11569,0,0,1,50,1.16666666666667,-19,15336,6.55,0,1,57,1.6,6,0,
0,0,50,4,7.8,26,4,15565,8,3,0,0,46,5.5,59,4,12,0,0,58,3.5,6.85,72,12,27285,10,0,0,62,7.5,19,27409,7.5,0,0,58,4.66666666666667,14,1,
0,1,52,2.2,9.85,72,10,19296,3,5,0,0,43,9,54,8,6,0,0,38,2.66666666666667,6.65,-35,4,10153,0,0,0,52,5.5,-18,13745,7,0,0,52,3.66666666666667,11,1,
1,0,46,1,5.35,-72,15,8112,4,6,0,0,62,4,52,5,11,0,0,62,1.6,6.8,35,12,15129,0,0,0,31,0.8,18,5894,7.35,0,0,54,2.33333333333333,6,0,
0,0,35,1.33333333333333,5.45,-43,12,8374,6,6,0,0,35,0.727272727272727,47,1,13,0,0,83,3.16666666666667,6.1,-56,14,27989,0,0,0,48,1.1,10,14947,6.5,0,0,57,1.625,12,0,
1,1,54,7.33333333333333,7.45,43,14,30768,10,3,0,0,29,1.33333333333333,47,17,17,0,0,61,6.25,8.15,56,15,41274,9,0,0,41,5.66666666666667,-10,18525,6.95,0,0,49,5,20,1,
0,0,28,2.66666666666667,5.85,24,14,7321,3,3,0,0,34,2.5,53,4,12,0,0,62,6,5.3,1,13,21718,1,0,1,52,3.75,27,18875,8.4,0,0,55,5.33333333333333,16,1,
0,0,18,0.375,6.45,-24,9,12329,0,8,0,0,71,2.4,66,6,11,0,0,53,1.28571428571429,6.05,-1,12,18018,0,1,0,41,2.33333333333333,-27,14843,6.2,0,0,35,1,6,0,
0,1,50,3,6.75,-3,11,24817,6,5,1,0,40,4,49,12,21,0,0,57,5.66666666666667,5.15,-12,8,17631,2,0,0,43,4.33333333333333,65,27243,8.65,0,0,53,16,16,1,
0,0,73,2.2,7.15,3,10,11410,10,5,0,0,67,1.66666666666667,61,12,31,0,0,53,1.14285714285714,4.75,12,14,12373,0,0,0,53,1.6,-65,16198,6.25,0,0,27,0.571428571428571,3,0,
0,0,69,4.5,5.35,-122,16,13731,14,4,0,0,38,1.25,70,13,16,0,0,81,2.625,5.6,-22,13,26084,0,0,0,50,1.85714285714286,-47,21690,5.6,0,0,62,1.77777777777778,16,0,
0,0,22,1.6,7.8,122,20,16331,6,5,0,0,53,2.375,67,12,16,0,0,75,6.75,6.55,22,14,32627,0,1,1,50,3.6,47,24152,6.45,0,0,53,4.75,18,1,
0,0,43,2.625,6.7,-36,12,34112,14,8,0,1,45,3.14285714285714,70,20,6,0,1,27,1.625,4.8,-75,16,20627,0,1,0,63,3.875,7,58698,6.55,0,0,57,3.11111111111111,24,1,
0,0,52,3.5,5.65,36,10,27379,13,6,0,0,42,1.41666666666667,84,9,12,0,0,48,2.375,5.95,75,11,25904,1,0,0,55,1.83333333333333,-7,28139,4.4,0,0,50,1.81818181818182,14,0,
1,0,26,2.25,6.7,20,13,22715,1,4,0,0,32,2.75,66,17,9,0,0,68,11.5,7.05,-13,17,26464,7,0,0,65,5.5,72,36364,8.85,0,0,50,2.83333333333333,13,1,
0,0,55,1.57142857142857,6.05,-20,12,15295,8,7,0,0,85,2.42857142857143,61,5,11,0,0,45,1,6.95,13,12,17723,0,0,0,55,1.83333333333333,-72,18619,7.4,0,0,55,2.2,10,0,
0,0,20,2.5,4,-73,9,10585,7,4,0,0,45,11,70,14,5,0,0,47,23,8.15,55,17,25382,6,0,0,51,3.57142857142857,29,20295,5.55,1,0,53,3.71428571428571,16,1,
0,0,25,0.555555555555556,5.65,73,11,15139,4,9,0,0,50,1.42857142857143,74,4,4,0,0,50,1.66666666666667,5.65,-55,9,12776,0,0,0,55,0.647058823529412,-29,14579,5.2,0,0,50,1,8,0,
0,0,41,1.8,6.55,28,6,17258,4,5,0,0,68,1.25,49,9,12,0,0,45,0.833333333333333,5.9,7,15,19219,1,0,0,68,3,20,28203,7.35,0,0,68,1.875,13,0,
0,0,40,3.4,7.5,-28,16,18295,16,5,1,1,64,6.75,62,21,7,0,0,67,5.6,6.65,-7,16,28229,6,0,0,67,7,-20,29545,5.65,0,1,83,8.75,32,1,
0,0,64,2.64285714285714,7.6,71,11,73407,13,14,1,0,48,2.33333333333333,77,23,18,0,0,59,6.8,7.1,-42,13,70981,0,0,0,66,3.8,-43,59336,6.85,0,0,71,5.85714285714286,36,0,
0,1,38,1.38461538461538,7.65,-71,20,34588,8,13,0,0,38,1.2,45,17,43,0,0,42,2.85714285714286,8.1,42,29,57646,15,0,0,54,2.36363636363636,43,60242,7.75,0,0,42,1.66666666666667,16,1,
0,0,56,2,6.55,-16,9,17193,4,5,0,0,50,2.25,63,0,22,0,0,33,0.545454545454545,4.55,-88,8,22228,1,0,0,50,1.8,34,25855,9.35,0,0,61,2.75,11,0,
0,0,62,3.6,5.15,16,19,35415,4,5,0,0,66,4.75,76,12,12,1,0,66,6.33333333333333,7.75,88,20,36864,5,0,0,41,6,-34,18725,7.6,0,0,41,3,12,1,
0,0,65,5.5,6.5,0,21,26561,12,4,0,0,56,2.71428571428571,101,7,11,0,0,44,3.75,6.85,-28,24,27370,4,0,0,44,1.25,-17,27166,6.3,0,0,29,1,9,0,
0,0,38,1.4,6.25,0,20,40372,12,10,0,0,57,2.33333333333333,73,9,25,0,0,65,3,7.1,28,16,37059,6,1,0,78,4.83333333333333,17,48851,6.7,0,0,95,35,28,1,
0,0,41,3,6.55,37,8,16256,3,4,0,0,52,15,53,15,11,0,0,38,11,6.55,64,12,13902,1,0,1,62,6,1,18047,5.6,0,0,72,10.5,15,1,
0,0,40,0.8,4.95,-37,10,8759,1,5,1,0,80,2,38,1,13,0,0,20,0.333333333333333,3.1,-64,12,6403,0,0,0,40,0.571428571428571,-1,6532,5.1,0,0,60,0.857142857142857,6,0,
0,0,17,0.2,6.65,-35,4,8210,1,5,1,0,100,0.857142857142857,47,11,18,0,0,50,3,4,-54,10,11499,0,0,0,67,0.666666666666667,61,6488,6.9,0,0,83,2.5,5,0,
0,0,30,6,6.05,35,12,4790,5,1,0,1,65,13,72,12,10,0,0,45,9,6.15,54,10,10617,1,0,0,70,4.66666666666667,-61,11341,5.45,0,1,55,5.5,11,1,
0,0,17,0.4,6.85,5,9,11732,2,5,1,0,67,1.33333333333333,68,0,10,0,0,50,0.75,6.4,37,13,18328,0,0,0,42,1,-8,6035,6.85,0,0,67,1.6,7,0,
0,0,31,4.5,6.55,-5,7,19192,3,2,0,0,69,20,55,14,26,0,0,59,5.66666666666667,5.65,-37,16,18011,5,0,1,38,3.66666666666667,8,10696,7.15,0,1,45,4.33333333333333,13,1,
0,0,20,2.5,6.8,46,9,13783,2,2,0,0,40,3.33333333333333,67,39,15,0,0,60,7.5,7.65,67,16,22101,23,0,1,40,3.33333333333333,74,17496,7.6,1,1,48,3,11,1,
0,0,57,2,6.05,-46,10,18674,3,4,0,0,64,1.28571428571429,50,0,11,0,0,36,1,5.45,-67,14,11270,0,0,0,57,1.33333333333333,-74,9090,4.7,0,0,57,2.66666666666667,8,0,
0,0,40,0.4,6.75,17,6,4246,2,5,0,0,60,0.375,46,8,20,0,0,60,0.6,5.4,-12,3,8652,0,0,0,60,0.5,-25,5704,6.05,0,0,60,0.428571428571429,3,0,
1,0,58,9,5.9,-17,9,15461,7,2,0,0,42,13,50,11,9,0,0,29,9,6.05,12,4,13558,3,0,0,58,18,25,13219,7.3,0,0,61,9.5,17,1,
0,0,57,7.66666666666667,5.65,-73,39,15085,18,3,0,0,68,5.4,58,18,36,0,0,85,5.66666666666667,7.15,141,25,53240,3,0,0,50,2.5,18,29207,6,0,0,55,2.44444444444444,22,1,
0,1,23,0.875,7.85,73,17,29775,3,8,0,0,26,2,72,14,21,0,0,42,1,3.5,-141,15,20294,2,1,0,68,2.33333333333333,-18,37652,6.55,0,0,77,4,21,0,
1,1,59,9,6.75,36,38,37558,11,3,0,0,37,2.42857142857143,67,17,25,0,0,46,7,5.3,14,22,30345,2,0,0,28,4.33333333333333,-14,17576,4.3,0,0,37,2.83333333333333,17,1,
0,0,9,0.2,6.85,-36,7,12751,1,10,0,0,41,0.9,49,3,16,0,0,55,1.2,4.6,-14,2,18453,0,0,0,59,1.44444444444444,14,12575,4.8,0,0,64,2,6,0,
0,0,39,2.16666666666667,7.2,-56,19,14887,10,6,1,1,64,7,76,9,22,0,0,61,3.33333333333333,7.2,46,10,20721,3,0,1,61,6.66666666666667,-4,28923,7.9,0,1,48,4,13,1,
0,0,41,1.5,8.2,56,16,18606,3,6,0,0,50,1.22222222222222,83,11,14,0,0,32,1.16666666666667,4.4,-46,5,16377,0,0,0,59,2.16666666666667,4,18208,7.65,0,0,59,2.16666666666667,13,0,
0,0,24,0.818181818181818,6.4,-20,22,18755,5,11,0,0,43,1.45454545454545,70,3,7,0,0,62,2.3,4.9,-12,16,27419,0,0,0,38,1.27272727272727,-17,23106,5.2,1,0,38,0.823529411764706,7,0,
0,0,33,3.33333333333333,6.85,20,21,30045,4,6,0,1,28,4.25,80,21,24,0,0,37,2.75,6.2,12,10,34377,0,0,1,45,3.375,17,26861,6.65,0,1,43,2.36363636363636,25,1,
0,0,43,2.4,7.05,38,22,17831,6,5,0,0,46,2.6,58,16,27,0,1,46,6.5,9.3,-11,12,20643,7,0,0,43,4,13,20192,7.05,0,1,57,8,16,1,
0,0,35,1,6.95,-38,14,10966,5,6,0,0,18,0.6,50,3,8,0,0,71,4,8.5,11,16,20461,0,1,0,41,0.875,-13,15049,8.3,0,0,59,1.66666666666667,9,0,
0,0,29,1.66666666666667,5.8,34,10,29440,7,6,0,0,53,6,59,19,11,0,0,47,8,6.25,-16,15,18554,14,1,1,68,7.66666666666667,34,24264,7.65,0,0,76,6.5,25,1,
0,0,61,1.83333333333333,4.05,-34,1,11935,9,6,0,0,44,0.888888888888889,61,2,7,0,0,67,2.4,5.6,16,10,22563,0,0,0,72,2.6,-34,20066,4.55,0,0,89,1.77777777777778,15,0,
