0,0,0.55,0.081632653,0.51,0.284404395,0.242424242,0.388888889,1,0,0.59,0.039351852,0.548148148,0.439393939,0,0,0.41,0.036036036,0.175965665,0.176640754,0,0,0,0.52,0.045454545,0,0.162964305,0.522167488,0,0,0.66,0.06031746,0.459459459,0
0,0,0.4,0.135714286,0.57,0.197149858,0.333333333,0.277777778,0,0,0.45,0.072916667,0.466666667,0.227272727,0,0,0.45,0.070945946,-0.175965665,0.422273601,0.08,0,0,0.51,0.181818182,0,0.309467295,0.536945813,0,0,0.62,0.165714286,0.621621622,1
0,0,0.48,0.154761905,0.605,0.255022189,0.363636364,0.166666667,0,0,0.59,0.063492064,0.281481481,0.318181818,0,0,0.3,0.027027027,-0.137339056,0.209958451,0.12,1,0,0.67,0.136363636,0.348958333,0.26004711,0.665024631,0,0,0.52,0.057142857,0.378378378,0
0,0,0.38,0.078571429,0.825,0.204647854,0.272727273,0.277777778,0,0,0.55,0.111111111,0.407407407,0.424242424,0,0,0.66,0.085585586,0.137339056,0.359257025,0.08,0,1,0.52,0.064935065,-0.348958333,0.170963943,0.492610837,0,1,0.55,0.091428571,0.405405405,1
0,0,0.49,0.392857143,0.765,0.441365448,0.424242424,0.111111111,0,0,0.38,0.094444444,0.451851852,0.742424242,0,0,0.44,0.06006006,-0.068669528,0.419179735,0.48,1,1,0.67,0.12987013,-0.052083333,0.481980431,0.724137931,0,0,0.49,0.125714286,0.432432432,1
0,0,0.21,0.042857143,0.755,0.326761295,0.121212121,0.277777778,0,0,0.5,0.032407407,0.474074074,0.712121212,0,0,0.68,0.046683047,0.068669528,0.505562257,0,0,0,0.36,0.03030303,0.052083333,0.240315275,0.615763547,0,0,0.46,0.053061224,0.351351351,0
0,0,0.45,0.076530612,0.7,0.256738598,0.272727273,0.388888889,0,0,0.48,0.063492064,0.555555556,0.272727273,0,0,0.42,0.047297297,-0.184549356,0.227192512,0,1,0,0.45,0.056818182,0.005208333,0.215727487,0.63546798,0,0,0.48,0.076190476,0.351351351,0
0,0,0.33,0.085714286,0.55,0.232810506,0.212121212,0.277777778,0,0,0.67,0.133333333,0.437037037,0.303030303,0,1,0.64,0.155405405,0.184549356,0.377172408,0.04,0,0,0.5,0.045454545,-0.005208333,0.305163979,0.669950739,0,0,0.5,0.073469388,0.432432432,1
0,1,0.39,0.196428571,0.82,0.240477884,0.121212121,0.111111111,0,0,0.32,0.0625,0.407407407,0.166666667,0,0,0.43,0.324324324,-0.124463519,0.190255998,0.04,1,0,0.43,0.181818182,0.21875,0.176653379,0.827586207,0,0,0.46,0.371428571,0.351351351,1
0,0,0.33,0.017857143,0.57,0.103278115,0.03030303,0.333333333,0,0,0.56,0.01984127,0.4,0.045454545,0,0,0.56,0.027027027,0.124463519,0.12023634,0,0,0,0.44,0.024242424,-0.21875,0.089391194,0.610837438,0,0,0.22,0.011428571,0.054054054,0
0,0,0.16,0.035714286,0.96,0.09526068,0.060606061,0.166666667,0,0,0.74,0.077777778,0.533333333,0.196969697,0,0,0.42,0.043243243,-0.231759657,0.227594603,0.04,0,0,0.37,0.019283747,0.348958333,0.154149302,0.610837438,1,0,0.37,0.02,0.162162162,0
0,0,0.32,0.392857143,0.925,0.314577052,0.090909091,0.055555556,0,1,0.32,0.050925926,0.407407407,0.227272727,0,0,0.44,0.101351351,0.231759657,0.415426886,0.36,0,1,0.44,0.090909091,-0.348958333,0.176010147,0.522167488,0,1,0.68,0.219047619,0.540540541,1
0,0,0.58,0.068181818,0.58,0.319218131,0.272727273,0.611111111,0,0,0.47,0.078703704,0.585185185,0.515151515,0,0,0.36,0.05019305,0.124463519,0.212650226,0,1,0,0.61,0.074074074,-0.020833333,0.274551549,0.482758621,0,0,0.58,0.1,0.459459459,0
0,0,0.38,0.044642857,0.59,0.22139413,0.303030303,0.666666667,0,0,0.54,0.116666667,0.540740741,0.333333333,0,0,0.44,0.114864865,-0.124463519,0.274103114,0.32,0,0,0.46,0.068181818,0.020833333,0.297245878,0.60591133,0,1,0.54,0.075,0.486486486,1
0,0,0.54,0.056547619,0.47,0.321939542,0.303030303,0.666666667,0,0,0.63,0.087301587,0.518518519,0.166666667,0,1,0.49,0.091891892,0.167381974,0.351360407,0.08,0,0,0.51,0.136363636,0.739583333,0.396013771,0.738916256,0,0,0.6,0.2,0.540540541,1
1,0,0.48,0.066964286,0.77,0.313651095,0.121212121,0.444444444,0,0,0.42,0.036111111,0.622222222,0.424242424,0,0,0.42,0.07027027,-0.167381974,0.236507617,0,0,0,0.39,0.060606061,-0.739583333,0.293141874,0.763546798,0,0,0.45,0.066666667,0.378378378,0
0,0,0.55,0.132653061,0.55,0.361213682,0.606060606,0.388888889,0,0,0.49,0.039930556,0.711111111,0.045454545,1,0,0.79,1,0.004291845,0.733614797,0,0,0,0.6,0.212121212,0.958333333,0.399845987,0.63546798,0,0,0.64,0.107142857,0.810810811,0
0,0,0.5,0.037946429,0.46,0.36486105,0.333333333,0.888888889,0,1,0.68,0.159722222,0.681481481,0.954545455,0,0,0.35,0.036036036,-0.004291845,0.247620962,0.08,0,1,0.53,0.060606061,-0.958333333,0.327858308,0.768472906,0,1,0.59,0.063492063,0.513513514,1
0,1,0.36,0.092857143,0.76,0.272141107,0.242424242,0.277777778,0,1,0.67,0.095238095,0.637037037,0.090909091,0,0,0.53,0.102702703,-0.248927039,0.26601662,0.04,0,0,0.67,0.121212121,0.09375,0.278900163,0.807881773,0,0,0.67,0.068571429,0.567567568,0
1,0,0.09,0.021428571,0.77,0.07776912,0.03030303,0.277777778,0,0,0.7,0.058080808,0.637037037,0.333333333,0,0,0.39,0.117117117,0.248927039,0.274829111,0.2,0,0,0.76,0.189393939,-0.09375,0.244455517,0.733990148,0,0,0.33,0.024175824,0.189189189,1
0,0,0.15,0.010204082,0.68,0.147102996,0.03030303,0.388888889,0,0,0.85,0.038194444,0.42962963,0.060606061,0,0,0.23,0.010135135,-0.201716738,0.080675066,0,0,0,0.54,0.042424242,-0.041666667,0.121924262,0.551724138,0,0,0.38,0.017857143,0.135135135,0
0,0,0.36,0.232142857,0.695,0.186365843,0.212121212,0.111111111,0,0,0.44,0.444444444,0.503703704,0.348484848,0,1,0.42,0.135135135,0.201716738,0.218435867,0,1,0,0.5,0.136363636,0.041666667,0.160889654,0.596059113,0,0,0.64,0.219047619,0.540540541,1
