0,0,48,2.2,7.75,22602,2,5,1,0,52,3,16,25,0,0,52,3,-16,18283,0,0,0,17,0.8,-39,8853,6.2,0,0,22,1,4
0,1,13,0.6,7.05,18556,2,5,0,0,61,2.8,50,62,0,0,83,3.8,16,26875,0,0,0,70,5.33333333333333,39,15757,7.05,0,0,65,3,14
0,0,32,1.3,7.5,17989,8,10,0,0,51,2.625,57,16,0,0,49,2.5,-42,23317,15,1,0,68,2.8,84,34521,6.6,0,0,49,2.85714285714286,17
0,0,35,2.14285714285714,6.95,16100,11,7,0,1,56,1.84615384615385,37,35,0,0,63,3.375,42,37973,8,0,1,74,6.4,-84,36635,5.6,0,1,70,3.75,29
0,0,38,2.42857142857143,7.2,26877,9,7,0,0,67,6,52,31,0,0,47,2.625,-41,24423,0,0,0,31,1.27272727272727,7,24953,6,0,0,64,3.22222222222222,25
0,0,30,1.71428571428571,6.95,22135,3,7,0,1,57,3.28571428571429,53,27,0,0,57,2.55555555555556,41,39083,0,0,1,52,1.75,-7,31789,5.9,1,1,52,1.90909090909091,18
0,0,54,8.33333333333333,5.8,26971,17,3,1,0,46,3,59,49,0,0,63,4.83333333333333,6,29076,0,0,0,61,4,4,25347,6.1,0,0,72,11,32
0,1,50,1.3,5.2,17228,8,10,0,1,54,2,40,19,0,1,73,2.11111111111111,-6,31841,1,0,1,54,1.75,-4,15963,5,0,1,50,1.08333333333333,10
0,0,42,2,5.75,21276,7,7,0,0,39,1.85714285714286,38,10,0,0,52,1.30769230769231,-30,32815,0,0,0,30,1.25,15,10637,6.7,0,0,52,3.4,16
1,0,55,2.44444444444444,6.5,20725,14,9,0,0,48,3.8,70,37,0,0,60,3,30,31301,4,0,0,40,3.2,-15,14408,7.55,0,1,50,3.33333333333333,18
0,0,36,5.33333333333333,5.2,15018,13,3,1,0,38,2.42857142857143,27,20,0,0,58,13,35,23062,1,0,0,47,7,57,16797,6.3,0,0,56,3.57142857142857,23
0,1,45,2,5.95,14961,3,5,0,1,41,1.28571428571429,40,25,0,0,27,0.5,-35,12666,0,0,0,55,1.33333333333333,-57,13785,4.95,0,0,55,1,6
0,1,41,2.75,7.4,19435,7,4,1,1,59,2.28571428571429,62,64,0,0,59,2.66666666666667,35,22357,1,0,0,41,1.83333333333333,-106,17118,5.1,0,0,30,0.888888888888889,6
0,0,19,0.666666666666667,6.9,12336,4,9,0,0,56,6,58,18,0,0,59,2.71428571428571,-35,29787,1,0,0,44,4.66666666666667,106,21453,7.1,0,0,47,3,15
0,0,62,10,3.75,8320,8,1,0,1,69,5.5,36,27,0,0,44,7,-6,7876,0,0,0,44,7,0,11463,5.9,0,0,44,7,6
0,0,83,2.5,5.85,8414,0,2,0,0,33,1,57,23,1,0,50,0.5,6,7550,0,0,0,33,0.5,0,8767,6.05,0,0,33,1,2
0,0,25,0.25,7.65,4960,0,4,0,0,50,0.4,42,26,0,0,100,0.8,-15,11035,0,0,0,0,0,4,7007,6.35,0,0,25,0.166666666666667,1
0,1,40,10,7.35,10625,3,1,1,1,56,7,19,17,0,0,40,10,15,11480,3,0,0,48,12,-4,10411,6.15,0,0,40,10,7
